Route_ID,Weather_Condition,Event_Type,Hour,Day_OfWeek,Temperature,Precipitation,Event_Attendance,Delay_Minutes
47190,Sunny,Festival,23,6,25.7,0.0,83462,14.71
47178,Snowy,None,22,6,0.4,0.0,0,0.0
47141,Rainy,Protest,15,3,24.6,24.2,17444,31.92
47156,Rainy,None,5,4,24.8,27.9,0,18.62
47107,Sunny,Sports,8,1,42.5,0.0,43523,27.47
47118,Cloudy,Festival,16,4,28.2,0.0,86758,24.11
47131,Cloudy,Concert,17,0,33.7,0.0,30899,25.27
47180,Rainy,Sports,6,4,23.8,38.7,42362,39.43
47219,Sunny,Sports,9,0,39.1,0.0,51948,22.39
47148,Rainy,Sports,15,0,17.7,5.6,55846,24.01
47109,Cloudy,Concert,16,4,26.6,0.0,16467,17.25
47175,Snowy,Sports,9,6,1.6,0.0,32197,20.9
47176,Snowy,None,14,0,-0.5,0.0,0,18.65
47153,Cloudy,Protest,7,0,30.1,0.0,17836,23.8
47111,Cloudy,Sports,6,5,28.0,0.0,56173,9.67
47149,Snowy,Concert,19,4,-4.3,0.0,10543,35.03
47174,Rainy,None,14,4,36.9,29.4,0,16.88
47103,Rainy,Sports,17,2,35.1,20.0,43417,34.21
47113,Cloudy,Protest,22,4,25.5,0.0,9995,10.35
47166,Snowy,None,9,0,-3.7,0.0,0,29.61
47197,Sunny,Festival,23,5,31.4,0.0,90720,20.7
47154,Cloudy,Festival,21,2,22.7,0.0,51011,10.14
47197,Sunny,None,19,2,25.7,0.0,0,16.82
47170,Sunny,Concert,14,6,36.4,0.0,38013,10.5
47183,Sunny,Festival,7,2,19.0,0.0,53550,26.7
67276,Sunny,Concert,14,2,34.2,0.0,34501,13.92
47183,Sunny,Festival,20,6,38.2,0.0,68079,3.26
47188,Snowy,Sports,9,1,0.7,0.0,43249,29.61
77634,Rainy,Concert,17,5,18.1,8.5,14696,18.79
47197,Snowy,Sports,20,1,-3.8,0.0,43235,18.24
47186,Sunny,Sports,13,0,33.7,0.0,36169,9.8
47152,Cloudy,Festival,17,3,26.6,0.0,74159,30.0
47119,Snowy,Sports,14,6,-2.5,0.0,45827,13.74
47136,Sunny,None,20,4,35.4,0.0,0,0.0
77631,Cloudy,Concert,18,0,33.3,0.0,38112,24.94
47106,Cloudy,None,17,5,21.4,0.0,0,6.61
47159,Sunny,Concert,9,2,38.0,0.0,29334,20.96
47144,Cloudy,Concert,11,1,27.7,0.0,32067,13.72
47190,Cloudy,None,20,3,33.9,0.0,0,0.0
47146,Rainy,Sports,22,2,24.0,42.3,20192,32.3
47215,Cloudy,None,17,0,38.7,0.0,0,19.89
47164,Sunny,Sports,6,5,32.4,0.0,37899,0.0
47152,Sunny,Concert,20,4,27.8,0.0,29531,13.52
47214,Cloudy,Festival,5,2,32.1,0.0,69508,20.91
47150,Cloudy,Festival,6,6,33.3,0.0,51032,0.0
47142,Sunny,Sports,20,0,37.3,0.0,22484,0.0
47140,Sunny,Protest,20,1,30.1,0.0,8578,12.97
47117,Cloudy,Concert,21,4,40.0,0.0,27910,26.13
47206,Cloudy,Concert,21,3,33.0,0.0,20892,8.26
47128,Cloudy,Concert,9,5,32.7,0.0,19595,18.36
47200,Cloudy,Protest,20,5,28.4,0.0,6923,15.36
47128,Snowy,Concert,21,0,-4.2,0.0,37003,19.89
47181,Sunny,Sports,10,3,35.3,0.0,51642,17.44
47216,Cloudy,Protest,11,5,34.2,0.0,7240,8.36
47143,Cloudy,Festival,13,1,27.2,0.0,89705,22.44
47153,Cloudy,Festival,10,3,32.2,0.0,88041,26.5
47107,Rainy,Sports,7,3,29.299999999999997,30.4,46539,47.88
47125,Cloudy,Concert,8,3,30.0,0.0,19915,27.33
47175,Cloudy,None,8,5,24.5,0.0,0,8.06
47104,Rainy,Sports,6,6,30.5,23.5,21560,15.31
77681,Snowy,Sports,8,4,-2.8,0.0,38352,37.31
47192,Cloudy,Protest,6,0,22.4,0.0,8579,9.93
47217,Snowy,Sports,16,5,0.5,0.0,23440,7.56
47155,Sunny,Protest,6,2,34.5,0.0,5047,11.26
47115,Rainy,Festival,23,6,27.0,42.2,76362,28.07
77638,Sunny,Festival,11,3,35.5,0.0,92408,25.59
47188,Sunny,None,8,6,34.5,0.0,0,7.37
77643,Rainy,Sports,11,5,16.2,18.1,21133,18.76
47191,Sunny,Concert,13,0,29.6,0.0,27572,6.2
47213,Cloudy,Festival,21,3,33.5,0.0,52030,13.45
47133,Cloudy,Protest,7,6,35.3,0.0,19015,31.89
77635,Cloudy,Protest,16,4,33.4,0.0,10295,15.23
47114,Sunny,Protest,5,4,38.1,0.0,12329,18.77
77642,Cloudy,None,17,2,28.2,0.0,0,15.72
47111,Cloudy,Protest,22,6,21.1,0.0,6753,8.39
67278,Snowy,Festival,21,5,-0.2,0.0,74196,13.08
47185,Rainy,None,12,4,19.4,47.6,0,39.36
47166,Cloudy,Festival,11,6,26.9,0.0,97102,27.09
47130,Snowy,None,7,5,-3.4,0.0,0,11.46
47182,Rainy,Concert,23,4,21.4,41.0,22678,41.21
77635,Snowy,Festival,22,4,-4.0,0.0,90973,30.45
47154,Sunny,Protest,5,3,32.8,0.0,5607,13.63
47135,Cloudy,Protest,19,4,35.6,0.0,6138,38.47
47220,Sunny,None,20,6,30.2,0.0,0,0.0
47137,Rainy,Festival,8,6,24.9,15.2,84348,35.77
67277,Cloudy,Protest,20,6,25.2,0.0,11342,7.48
47143,Snowy,None,19,5,-1.7,0.0,0,24.76
47150,Sunny,Sports,19,1,32.2,0.0,35453,18.3
77635,Sunny,Protest,22,6,30.8,0.0,13712,3.12
47168,Sunny,None,7,5,36.5,0.0,0,20.18
47148,Rainy,Protest,19,5,17.8,44.3,17043,40.91
47208,Rainy,Protest,19,3,19.5,21.0,17324,35.71
47139,Rainy,Festival,23,4,26.6,35.8,69148,29.48
47141,Sunny,None,22,1,27.4,0.0,0,0.0
47186,Sunny,Concert,22,0,33.0,0.0,13381,3.02
47140,Sunny,Festival,10,0,28.4,0.0,85216,22.93
47219,Rainy,Protest,6,1,24.3,40.9,14888,32.07
47198,Sunny,Sports,15,4,40.4,0.0,46445,30.99
47129,Rainy,Concert,17,3,20.5,21.7,34002,36.8
47211,Sunny,Festival,11,2,36.1,0.0,51115,14.48
47167,Snowy,Sports,9,2,0.5,0.0,44300,31.55
47203,Sunny,Sports,20,3,26.4,0.0,32989,2.01
77647,Rainy,Sports,22,5,32.1,42.3,33392,24.19
47218,Snowy,Protest,10,2,-2.9,0.0,6445,27.99
77638,Snowy,None,9,4,1.2,0.0,0,13.37
47137,Sunny,Concert,10,2,37.2,0.0,34417,17.73
77635,Snowy,Festival,9,3,-2.1,0.0,52070,35.2
47126,Cloudy,Concert,7,6,22.3,0.0,29648,23.5
67276,Cloudy,Concert,11,6,32.9,0.0,32392,6.17
47146,Sunny,None,15,4,37.6,0.0,0,8.33
47152,Snowy,Concert,15,1,-2.0,0.0,30971,16.1
47104,Snowy,Concert,11,5,-1.4,0.0,32178,15.56
47193,Snowy,Concert,5,0,-4.7,0.0,29717,14.1
47170,Snowy,Protest,11,5,-3.9,0.0,5181,30.17
47188,Sunny,Sports,8,4,29.8,0.0,50833,22.13
77647,Cloudy,Festival,22,6,38.7,0.0,94095,20.73
47159,Cloudy,Festival,6,3,23.5,0.0,75130,23.47
47144,Rainy,Sports,9,6,24.5,9.6,33959,22.91
47166,Rainy,None,12,0,28.5,7.4,0,7.53
47209,Rainy,Festival,12,1,23.1,40.8,67355,35.42
47148,Snowy,Protest,16,5,-3.6,0.0,13721,18.59
47145,Snowy,Festival,23,1,-4.4,0.0,57875,18.0
47216,Cloudy,Festival,17,6,33.4,0.0,68717,31.18
77604,Cloudy,Festival,5,6,27.1,0.0,74800,11.16
47154,Rainy,Concert,22,0,29.5,21.9,10221,15.35
47129,Snowy,None,16,5,1.7,0.0,0,3.71
47156,Snowy,None,15,5,-0.9,0.0,0,3.81
47202,Snowy,None,10,3,-4.3,0.0,0,19.44
47209,Cloudy,Concert,12,1,26.2,0.0,22168,9.62
47171,Sunny,Concert,16,5,35.4,0.0,31387,5.23
47215,Snowy,Sports,21,2,0.4,0.0,43177,20.45
47151,Rainy,Concert,6,2,23.1,18.7,18699,6.18
47190,Cloudy,Concert,5,6,31.5,0.0,16657,1.94
47155,Rainy,Protest,15,3,25.8,24.9,8422,36.4
47130,Cloudy,Protest,17,2,23.3,0.0,18879,32.24
47154,Snowy,Festival,15,2,-2.4,0.0,83801,40.36
47125,Cloudy,None,16,0,40.0,0.0,0,6.17
77634,Cloudy,Concert,16,3,27.3,0.0,31935,15.68
47179,Rainy,Festival,6,3,25.1,22.8,78683,26.91
47195,Cloudy,Festival,12,3,30.1,0.0,53786,6.16
47142,Rainy,Concert,20,2,26.9,32.3,10621,14.83
77631,Snowy,Protest,22,5,0.9,0.0,8055,13.83
47219,Cloudy,Protest,14,5,23.7,0.0,9524,15.97
47186,Snowy,None,18,1,1.8,0.0,0,13.6
47190,Sunny,None,10,2,36.0,0.0,0,6.7
47123,Rainy,Concert,11,1,29.9,18.5,12570,21.6
47177,Rainy,Sports,12,6,25.3,48.7,54021,32.09
47124,Snowy,Concert,18,3,-4.0,0.0,15461,23.97
47206,Sunny,Sports,17,3,46.7,0.0,38366,38.9
47187,Rainy,Protest,8,2,20.2,42.0,6211,40.63
47216,Rainy,Protest,22,2,29.4,26.1,16222,29.03
47132,Snowy,Sports,7,2,1.9,0.0,54739,24.67
47155,Snowy,Festival,20,3,0.4,0.0,68539,15.35
47122,Cloudy,None,14,5,30.4,0.0,0,0.0
47198,Cloudy,Festival,14,3,28.9,0.0,88556,18.45
47113,Snowy,None,23,1,0.9,0.0,0,14.93
47107,Sunny,Festival,20,5,33.8,0.0,55318,4.5
77647,Cloudy,Protest,15,4,34.6,0.0,12240,24.86
47194,Rainy,Protest,14,6,29.1,28.5,14937,35.27
47139,Rainy,Concert,9,4,37.3,40.7,11159,36.93
47151,Snowy,Festival,17,0,-0.9,0.0,80997,36.57
47145,Sunny,Sports,10,3,34.8,0.0,54102,11.23
47128,Snowy,Festival,20,4,-4.2,0.0,61293,25.78
47101,Cloudy,Concert,23,4,34.9,0.0,23693,19.33
77631,Cloudy,Protest,11,6,23.8,0.0,19614,14.2
77643,Cloudy,Concert,20,4,26.5,0.0,18788,2.47
47117,Snowy,None,5,1,-1.7,0.0,0,8.46
47161,Cloudy,None,8,2,42.1,0.0,0,22.16
47144,Sunny,Sports,5,1,25.1,0.0,58477,8.87
77647,Cloudy,Concert,14,4,35.1,0.0,18696,24.18
47132,Sunny,Concert,16,2,24.1,0.0,38718,3.34
77647,Rainy,None,16,0,36.4,14.2,0,14.05
47176,Sunny,Protest,20,4,27.7,0.0,15883,20.85
47184,Sunny,Sports,7,5,18.8,0.0,45718,19.16
77643,Cloudy,Festival,9,1,31.6,0.0,87101,37.04
47192,Sunny,Festival,13,2,26.9,0.0,60679,17.56
77645,Cloudy,Protest,8,1,25.4,0.0,19710,30.22
47111,Snowy,Protest,12,3,1.5,0.0,9775,14.91
47125,Cloudy,Concert,22,4,25.0,0.0,22797,17.82
47148,Sunny,Festival,14,1,36.3,0.0,56323,15.09
47173,Cloudy,Festival,17,2,30.2,0.0,81025,23.96
47147,Snowy,Sports,13,0,-2.2,0.0,36741,22.1
47150,Snowy,None,23,5,-2.5,0.0,0,0.0
47142,Rainy,Protest,6,5,34.3,13.4,19873,20.66
47161,Snowy,Sports,9,1,-1.6,0.0,34543,40.7
47176,Snowy,None,15,4,-4.9,0.0,0,21.95
67277,Snowy,None,22,3,-1.1,0.0,0,21.12
47131,Sunny,None,22,5,37.5,0.0,0,0.0
77631,Sunny,Protest,21,3,25.4,0.0,11398,11.26
47197,Sunny,Protest,17,5,28.0,0.0,18985,23.48
47216,Cloudy,None,22,0,36.2,0.0,0,0.0
47219,Snowy,Concert,14,3,1.0,0.0,13759,8.04
47132,Sunny,Sports,9,2,36.2,0.0,56245,15.01
47147,Sunny,Protest,17,0,29.0,0.0,11019,28.26
47150,Cloudy,Concert,9,5,36.0,0.0,12923,10.13
47167,Cloudy,None,9,6,20.6,0.0,0,13.1
47130,Sunny,Festival,19,5,28.8,0.0,58320,15.72
77681,Rainy,Concert,11,1,23.9,18.1,23782,17.88
47197,Rainy,Concert,10,2,24.0,27.6,39413,15.65
47156,Cloudy,None,20,5,34.5,0.0,0,1.37
77604,Cloudy,None,8,2,33.3,0.0,0,9.31
47190,Sunny,None,21,4,31.0,0.0,0,4.97
47162,Snowy,Concert,10,5,-2.7,0.0,16087,16.56
47100,Rainy,Sports,21,1,23.3,27.8,24086,19.13
47183,Sunny,Concert,19,0,34.3,0.0,15329,25.34
47173,Sunny,None,5,6,35.5,0.0,0,0.0
47220,Snowy,Festival,12,0,-4.8,0.0,57126,33.48
47170,Cloudy,Festival,6,2,32.0,0.0,54667,11.63
47151,Sunny,Sports,10,3,39.0,0.0,23652,13.22
77682,Sunny,None,21,6,29.8,0.0,0,0.0
67276,Rainy,None,13,0,28.5,18.6,0,16.62
47167,Snowy,Concert,18,6,-1.0,0.0,32279,28.01
47219,Cloudy,Festival,6,1,38.5,0.0,86978,22.75
47134,Rainy,None,10,2,28.0,47.2,0,33.31
47146,Cloudy,Festival,10,4,24.8,0.0,86942,29.38
47144,Cloudy,Festival,5,0,39.0,0.0,71739,13.26
47115,Rainy,None,19,0,22.8,15.2,0,19.34
47217,Sunny,Festival,14,2,26.6,0.0,59314,12.94
47101,Rainy,Sports,21,2,25.1,23.4,43482,18.37
47150,Snowy,Sports,19,1,0.2,0.0,57704,31.05
47218,Rainy,Protest,10,2,22.5,5.8,7291,26.95
47213,Snowy,None,13,0,-3.7,0.0,0,25.15
47167,Snowy,Sports,12,6,-3.9,0.0,46405,23.55
47133,Rainy,Festival,14,2,21.5,32.6,51070,40.97
47128,Snowy,None,13,5,-0.1,0.0,0,12.77
77634,Cloudy,None,20,1,24.1,0.0,0,0.0
77634,Snowy,None,16,6,1.9,0.0,0,0.0
47147,Sunny,Concert,7,4,34.3,0.0,23610,17.89
47167,Sunny,Festival,20,0,36.2,0.0,68176,7.47
47127,Snowy,Festival,9,2,-3.4,0.0,97809,47.69
77604,Cloudy,None,9,3,26.5,0.0,0,17.91
47203,Snowy,Protest,5,0,0.3,0.0,14990,10.3
47173,Sunny,Protest,19,2,27.0,0.0,9820,17.15
47101,Snowy,Sports,22,3,1.4,0.0,36572,4.49
67276,Sunny,Concert,11,4,32.5,0.0,15879,11.86
47151,Cloudy,Sports,23,4,33.4,0.0,52701,14.03
47130,Snowy,Festival,10,4,-2.4,0.0,50077,33.67
47116,Sunny,None,15,5,33.7,0.0,0,1.58
77634,Cloudy,Festival,5,6,32.3,0.0,74843,2.29
47207,Cloudy,Concert,17,0,33.8,0.0,27431,23.55
77633,Snowy,None,13,3,-1.2,0.0,0,13.78
47216,Cloudy,Concert,6,6,29.8,0.0,17839,0.0
47146,Rainy,Sports,14,1,28.7,38.6,48309,41.12
47178,Snowy,Protest,5,3,-1.9,0.0,17854,22.01
47105,Cloudy,Sports,5,3,33.1,0.0,30611,12.77
47139,Snowy,Concert,16,2,0.9,0.0,11700,12.79
47170,Rainy,Sports,16,2,37.1,47.0,48259,48.27
47189,Snowy,Concert,19,5,-3.4,0.0,24729,30.17
47118,Rainy,None,11,0,27.7,20.7,0,15.47
47139,Rainy,Festival,20,6,25.2,42.7,55633,35.29
47215,Sunny,Festival,21,2,27.9,0.0,58865,19.43
47189,Sunny,Sports,6,4,34.5,0.0,31767,4.36
47119,Snowy,Sports,20,0,1.7,0.0,43694,0.0
47204,Sunny,Festival,12,1,35.1,0.0,93598,33.15
47144,Cloudy,Sports,23,2,27.0,0.0,30589,6.74
47163,Sunny,Festival,6,5,41.8,0.0,54938,8.46
47105,Sunny,None,18,2,26.7,0.0,0,22.41
47156,Snowy,Sports,11,4,-2.6,0.0,24014,24.82
47167,Cloudy,None,16,5,35.1,0.0,0,6.71
47155,Sunny,Protest,9,4,28.3,0.0,13627,30.3
47135,Cloudy,None,16,1,36.2,0.0,0,13.43
47112,Rainy,Concert,20,6,29.799999999999997,41.9,14328,14.42
47200,Sunny,Sports,21,3,41.9,0.0,54914,13.33
77680,Cloudy,None,13,3,28.3,0.0,0,6.71
47192,Sunny,Concert,11,0,39.8,0.0,28308,14.93
47121,Snowy,Sports,14,5,-3.7,0.0,26547,17.63
47196,Rainy,Protest,11,6,27.2,15.0,7932,21.88
47213,Rainy,Festival,22,1,14.399999999999999,45.7,73063,40.98
47220,Rainy,Protest,13,5,28.2,6.5,14254,10.35
47194,Snowy,Festival,21,1,0.8,0.0,71268,18.23
47212,Snowy,None,21,3,-4.0,0.0,0,17.87
47114,Cloudy,None,22,5,27.7,0.0,0,0.0
47131,Rainy,Sports,13,1,26.6,38.9,34601,34.11
47190,Cloudy,None,8,4,31.0,0.0,0,16.21
77631,Snowy,Sports,20,6,1.5,0.0,35279,5.17
77642,Cloudy,None,7,2,33.1,0.0,0,10.98
47165,Rainy,Concert,5,3,31.5,35.5,26277,19.85
47111,Rainy,Concert,15,3,28.3,32.7,13045,28.06
77641,Sunny,None,13,2,31.8,0.0,0,7.27
47179,Snowy,None,13,3,-0.5,0.0,0,14.02
47128,Sunny,Festival,21,2,31.0,0.0,62045,8.68
47185,Rainy,Protest,23,2,26.1,25.6,12725,17.6
77635,Sunny,Sports,20,3,29.5,0.0,55347,9.65
67277,Sunny,Protest,11,5,30.7,0.0,13176,16.43
47130,Cloudy,Sports,14,6,29.7,0.0,55892,13.58
47192,Cloudy,Protest,13,5,34.4,0.0,16578,10.07
47135,Cloudy,Festival,6,4,24.0,0.0,64860,12.76
47105,Sunny,Protest,22,6,29.6,0.0,15621,6.36
47130,Cloudy,None,19,1,26.2,0.0,0,8.52
47142,Sunny,Festival,14,2,29.7,0.0,77268,21.36
47180,Snowy,Sports,20,3,-4.0,0.0,22138,11.64
77642,Sunny,Festival,20,3,29.9,0.0,77518,10.87
47100,Cloudy,Festival,15,6,29.8,0.0,65436,8.85
77632,Sunny,Festival,5,0,34.9,0.0,66322,4.34
47123,Snowy,Sports,16,3,0.3,0.0,20066,10.52
47137,Sunny,Festival,12,6,32.9,0.0,74109,28.29
47112,Rainy,Sports,17,6,28.7,43.4,44391,35.56
47185,Snowy,None,7,3,-0.8,0.0,0,16.12
47217,Rainy,Concert,21,5,26.6,7.0,13050,0.0
47155,Sunny,Sports,11,3,36.6,0.0,21228,6.5
47130,Sunny,Concert,19,6,31.4,0.0,35449,13.91
47151,Rainy,Sports,23,5,35.7,28.7,41522,16.05
47198,Sunny,Protest,5,5,41.2,0.0,19783,18.03
47186,Sunny,None,12,0,34.4,0.0,0,6.84
77630,Cloudy,None,11,5,32.0,0.0,0,0.0
47142,Rainy,Festival,14,3,25.6,42.2,67798,43.89
47191,Cloudy,Concert,8,3,29.8,0.0,10401,10.05
47177,Snowy,Festival,6,6,0.1,0.0,94135,22.35
47208,Rainy,Festival,9,0,33.2,21.1,71997,39.64
47186,Sunny,Festival,14,3,36.8,0.0,50319,13.23
47115,Cloudy,None,22,1,21.5,0.0,0,0.0
47215,Cloudy,Festival,10,0,37.8,0.0,95335,22.7
77642,Rainy,Sports,14,5,25.8,9.7,28751,9.1
47138,Sunny,Sports,10,1,41.5,0.0,31496,24.43
47127,Cloudy,Sports,19,2,41.1,0.0,37255,26.66
47145,Snowy,None,8,0,-1.2,0.0,0,17.42
47180,Snowy,Concert,14,6,-4.1,0.0,27161,9.59
77638,Snowy,Concert,5,5,-1.9,0.0,31849,5.88
47185,Cloudy,Festival,9,4,27.1,0.0,81773,32.17
47105,Snowy,None,15,4,-2.3,0.0,0,17.3
47126,Rainy,Protest,12,2,24.3,9.7,18771,32.77
47193,Cloudy,Sports,19,5,24.5,0.0,30586,17.22
47161,Cloudy,Protest,7,1,36.1,0.0,14009,25.24
47159,Sunny,Concert,22,4,28.4,0.0,39128,16.67
47167,Sunny,None,19,6,37.9,0.0,0,10.97
77649,Snowy,Protest,15,4,-4.9,0.0,15437,35.51
77635,Rainy,Concert,21,1,21.5,40.4,14287,26.46
47123,Cloudy,Protest,7,4,32.0,0.0,10024,30.47
47202,Cloudy,Protest,9,5,25.8,0.0,12403,18.05
47148,Rainy,Concert,15,1,29.700000000000003,45.2,32715,40.29
77633,Rainy,Protest,19,6,23.8,34.8,15231,42.74
77604,Sunny,Festival,5,3,21.6,0.0,59660,9.01
47107,Rainy,Protest,8,6,26.8,16.6,13381,26.43
47116,Sunny,Concert,10,2,27.3,0.0,32556,8.17
47131,Rainy,Protest,8,4,28.5,41.0,14869,57.54
77642,Snowy,Sports,17,2,-0.9,0.0,59931,26.38
47166,Cloudy,None,10,5,27.0,0.0,0,2.29
47170,Sunny,Concert,18,1,18.3,0.0,20953,21.69
47153,Rainy,None,7,1,24.4,43.2,0,43.54
47144,Rainy,None,11,6,25.1,20.3,0,12.06
47165,Snowy,Protest,6,2,-4.9,0.0,8335,11.01
47138,Snowy,None,11,5,-4.1,0.0,0,11.08
47135,Snowy,None,10,1,1.0,0.0,0,24.63
47109,Cloudy,Sports,17,4,19.6,0.0,23487,33.32
77647,Snowy,None,5,0,-3.4,0.0,0,11.44
47109,Rainy,Festival,21,4,26.8,19.8,62696,25.32
47105,Snowy,Concert,19,1,0.1,0.0,36607,23.97
47103,Rainy,Festival,12,3,19.4,16.1,67202,30.24
77633,Cloudy,Sports,9,3,27.9,0.0,34483,16.25
47129,Cloudy,None,18,2,27.7,0.0,0,21.29
47211,Cloudy,Protest,22,4,27.3,0.0,6428,23.08
47201,Sunny,Festival,16,4,28.3,0.0,73111,28.41
47202,Snowy,Festival,18,1,-1.8,0.0,87045,51.65
47123,Cloudy,Concert,21,0,29.1,0.0,24894,8.32
47102,Rainy,Sports,16,2,27.5,9.0,34862,22.95
77682,Snowy,None,5,3,-3.6,0.0,0,13.73
47176,Snowy,Concert,14,0,-1.9,0.0,23210,19.32
47206,Rainy,None,19,5,27.5,36.7,0,34.61
47146,Cloudy,Protest,9,3,29.4,0.0,10517,28.18
47185,Rainy,Protest,14,2,34.9,43.2,9256,43.38
47159,Cloudy,Festival,13,2,34.3,0.0,89853,25.69
47210,Cloudy,None,23,4,25.6,0.0,0,9.78
47110,Cloudy,Protest,10,6,34.4,0.0,19709,21.31
47149,Rainy,Festival,17,5,24.0,27.7,62913,35.28
47212,Snowy,Protest,5,2,-3.8,0.0,17736,21.58
47216,Snowy,Concert,22,2,-2.3,0.0,30475,13.76
77681,Sunny,None,17,0,35.2,0.0,0,14.05
47103,Rainy,Sports,23,1,28.6,38.9,51060,23.92
67278,Sunny,Concert,5,2,32.4,0.0,31563,0.0
47207,Sunny,Concert,8,2,31.1,0.0,35821,14.01
47116,Sunny,Protest,23,0,38.0,0.0,15388,16.96
77604,Sunny,Protest,21,5,34.3,0.0,10488,14.7
47144,Snowy,None,14,6,-1.0,0.0,0,18.74
47118,Sunny,Protest,15,1,36.7,0.0,7686,15.35
47182,Cloudy,Protest,12,0,35.7,0.0,6588,15.79
47197,Cloudy,Concert,10,5,25.9,0.0,20193,1.0
47178,Sunny,Festival,13,2,29.4,0.0,53809,15.48
47178,Rainy,Festival,6,3,33.1,33.7,96206,39.8
47114,Rainy,Concert,20,4,28.8,33.2,22683,23.28
47178,Rainy,Concert,17,4,17.9,12.5,20132,36.63
47109,Rainy,Concert,7,5,17.4,7.9,13975,16.4
47102,Rainy,None,12,6,20.2,29.8,0,24.84
47184,Cloudy,None,11,4,34.6,0.0,0,10.53
47127,Cloudy,Concert,7,4,36.3,0.0,31712,22.11
47152,Rainy,Protest,16,6,29.700000000000003,29.0,6918,26.88
77631,Cloudy,Sports,15,1,31.3,0.0,52450,21.85
47127,Rainy,None,16,4,30.700000000000003,14.9,0,18.89
47158,Cloudy,None,14,1,21.7,0.0,0,0.2
47171,Snowy,Festival,6,3,-3.6,0.0,71785,24.82
47120,Sunny,Sports,5,5,26.3,0.0,42164,15.49
47219,Rainy,Protest,18,3,34.6,18.5,15592,40.38
47122,Cloudy,Sports,15,2,30.4,0.0,49814,13.9
47202,Rainy,Concert,7,4,22.2,34.5,22947,42.23
47105,Cloudy,None,14,5,31.3,0.0,0,0.0
47134,Rainy,Sports,15,3,28.7,45.2,36755,34.17
47136,Snowy,Protest,15,3,-0.6,0.0,14200,23.54
47101,Rainy,Concert,11,6,24.9,12.2,22953,25.13
47115,Sunny,Concert,16,5,34.8,0.0,19009,0.0
67277,Rainy,None,22,5,29.4,39.3,0,11.91
47211,Cloudy,Sports,9,5,35.4,0.0,20925,16.83
47107,Cloudy,Festival,10,2,29.5,0.0,70433,25.72
47214,Snowy,Protest,8,6,1.0,0.0,18283,16.67
47202,Cloudy,Concert,18,1,27.1,0.0,14081,23.01
47181,Snowy,Sports,7,6,-3.7,0.0,41997,14.24
47200,Cloudy,Sports,21,6,27.7,0.0,21040,1.97
47195,Cloudy,Concert,11,6,36.0,0.0,35903,4.86
67277,Rainy,None,17,5,24.9,21.5,0,31.52
47172,Rainy,Concert,10,6,17.7,42.0,35554,26.17
47141,Rainy,Sports,9,0,28.0,41.6,31567,44.36
47111,Rainy,Sports,6,5,24.5,23.7,55244,18.07
47198,Sunny,Protest,21,0,19.6,0.0,16461,10.0
47191,Sunny,None,20,3,34.3,0.0,0,0.0
77640,Sunny,Concert,22,3,32.3,0.0,27232,7.68
47205,Cloudy,Concert,11,4,28.3,0.0,23919,15.64
47134,Sunny,Festival,15,5,27.2,0.0,98464,18.66
47174,Sunny,Protest,17,0,35.1,0.0,9217,27.63
47130,Sunny,Sports,5,3,29.1,0.0,38659,8.85
47109,Rainy,Protest,7,1,30.6,27.5,8500,30.2
47164,Rainy,Protest,22,2,32.8,44.6,17332,34.09
47170,Sunny,Protest,19,6,34.1,0.0,5531,32.09
47195,Sunny,Festival,6,0,25.1,0.0,78565,12.17
47132,Sunny,None,21,4,30.6,0.0,0,1.08
47168,Cloudy,Concert,19,0,38.7,0.0,27875,21.29
47105,Sunny,None,11,6,29.2,0.0,0,1.02
47153,Rainy,Concert,9,0,21.0,26.2,22965,30.71
47191,Rainy,Concert,10,5,28.6,46.6,32492,28.13
47215,Rainy,None,5,3,26.5,15.4,0,5.05
47136,Sunny,Protest,21,2,24.4,0.0,11739,13.96
47113,Snowy,Concert,13,0,-3.4,0.0,25781,20.25
47165,Cloudy,Festival,8,5,31.1,0.0,70467,27.56
47157,Sunny,Protest,21,1,25.7,0.0,9734,20.46
47136,Cloudy,None,14,5,31.0,0.0,0,8.16
77681,Cloudy,Sports,11,2,26.3,0.0,56149,25.32
47101,Snowy,None,8,6,1.5,0.0,0,17.77
47191,Cloudy,Sports,16,0,31.2,0.0,48888,13.53
47216,Rainy,Festival,5,3,33.0,31.8,59745,28.55
47111,Snowy,Protest,19,1,0.8,0.0,13317,22.08
47148,Rainy,Protest,5,1,26.1,49.9,14067,39.31
47184,Snowy,Sports,11,1,1.2,0.0,47126,20.52
47138,Rainy,Festival,22,3,17.2,19.6,82055,26.93
47208,Cloudy,Protest,19,6,20.9,0.0,6708,25.14
47152,Snowy,Concert,7,4,-3.3,0.0,27044,37.51
47153,Cloudy,Protest,18,4,25.7,0.0,13461,39.09
47170,Rainy,Festival,9,5,32.2,9.1,51425,32.75
47148,Sunny,Concert,14,4,31.4,0.0,31325,19.16
47202,Snowy,None,5,5,-0.8,0.0,0,9.28
47154,Rainy,None,18,4,35.2,17.9,0,34.3
47142,Rainy,Protest,11,2,23.4,5.5,18864,23.33
47196,Rainy,None,13,0,20.5,49.3,0,32.51
47162,Rainy,Protest,21,1,29.299999999999997,43.9,8020,24.2
47182,Snowy,Sports,16,6,-3.9,0.0,39926,21.57
47191,Snowy,Concert,14,1,-0.5,0.0,24443,13.84
